title,authors,journal,doi,all_authors
Chemodiversity of soil dissolved organic matter complementally improved by stepwise elution and electrospray ionization modes,"Shasha Zhuo, Qin Rong, Qing‐Long Fu",Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2025.104965,Shasha Zhuo; Qin Rong; Qing‐Long Fu
Compositional convergence of dissolved organic matter from root litter to rhizosphere soil in a semiarid grassland of North China,"Xiaohan Mo, Zongxiao Zhang, Mengke Wang, ... , Junjian Wang (n=11)",Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2025.105061,Xiaohan Mo; Zongxiao Zhang; Mengke Wang; Qiang Zhang; Guodong Sun; Weifeng Hu; Guoping Chen; Deliang Kong; Chengcheng Dong; Hui Zeng; Junjian Wang
Insights into the complex nature of dissolved organic matter from plant residues using multiple spectroscopic techniques,"Zongtang Yang, Biswaranjan Mohanty, Feike A. Dijkstra, Georg Guggenberger, Balwant Singh",Organic Geochemistry,https://doi.org/10.1016/j.orggeochem.2025.105095,Zongtang Yang; Biswaranjan Mohanty; Feike A. Dijkstra; Georg Guggenberger; Balwant Singh
Implications of negative and positive electrospray ionization mode use on 21 T Fourier-transform ion cyclotron resonance mass spectrometric determined aquatic dissolved organic matter characteristics,"Amy M. Mckenna, Andrew S Wozniak, Tianyin Ouyang, Felix E. Agblemanyo",OSF Preprints (OSF Preprints),,Amy M. Mckenna; Andrew S Wozniak; Tianyin Ouyang; Felix E. Agblemanyo
"Historical inputs and biogeochemical transformations of dissolved organic matter since 1850 CE in a small plateau-lake, Southwest China","Shuaidong Li, Xiao‐Lei Wang, Jinliang Liu, ... , Changchun Huang (n=12)",Palaeogeography Palaeoclimatology Palaeoecology,https://doi.org/10.1016/j.palaeo.2025.112798,Shuaidong Li; Xiao‐Lei Wang; Jinliang Liu; Yanhui Zhang; Robert G. M. Spencer; Anne M. Kellerman; Amy M. McKenna; Xiaohua Ma; Quanliang Jiang; Tao Huang; Hao Yang; Changchun Huang
Logging disrupts the ecology of molecules in headwater streams,"Erika C. Freeman, Erik J. S. Emilson, Kara L. Webster, Thorsten Dittmar, Andrew J. Tanentzap",Proceedings of the National Academy of Sciences,https://doi.org/10.1073/pnas.2409104122,Erika C. Freeman; Erik J. S. Emilson; Kara L. Webster; Thorsten Dittmar; Andrew J. Tanentzap
Isolation and Identification of Mercury–Dissolved Organic Matter Complexes in Mercury–Humic Acid Suspensions,"Ghulam Hussain Qasim, Lisa Harris, Vaughn Mangal, ... , Charles T. Driscoll (n=6)",Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.9986,Ghulam Hussain Qasim; Lisa Harris; Vaughn Mangal; Mario Montesdeoca; Svetoslava Todorova; Charles T. Driscoll
RO permeate DOM alteration and emerging oxidation byproduct formation in the UV/NHCl<sub>2</sub> and UV/NH<sub>2</sub>Cl processes in the presence of bromide,"Kun Wang, Yingying XIANG, Jean Philippe Croué, Hervé Gallard, Chii Shang",Rare & Special e-Zone (The Hong Kong University of Science and Technology),,Kun Wang; Yingying XIANG; Jean Philippe Croué; Hervé Gallard; Chii Shang
Advances in Glacier Biogeochemistry: A Global Survey of Dissolved Organic Matter in Glacial Meltwater,"Alexandre M. Anesio, Joel Barker, Lisa Bröder",Repository for Publications and Research Data (ETH Zurich),https://doi.org/10.3929/ethz-c-000799260,Alexandre M. Anesio; Joel Barker; Lisa Bröder
Logging disrupts the ecology of molecules in headwater streams,"Erika C. Freeman, Erik J.S. Emilson, Kara L. Webster, Thorsten Dittmar, Andrew J. Tanentzap",Repository for Publications and Research Data (ETH Zurich),https://doi.org/10.3929/ethz-c-000793234,Erika C. Freeman; Erik J.S. Emilson; Kara L. Webster; Thorsten Dittmar; Andrew J. Tanentzap
Characterizing Dissolved Organic Matter Composition in a Southeastern United States Watershed,"Hopper, Gwendolyn Marcelette",Scholar Commons (University of South Carolina),,"Hopper, Gwendolyn Marcelette"
Challenges in integrating dissolved organic matter chemodiversity into kinetic models of soil respiration,"Arjun Chakrawal, Odeta Qafoku, Satish Karra, John Bargar, Emily Graham",Soil Biology and Biochemistry,https://doi.org/10.1016/j.soilbio.2025.109954,Arjun Chakrawal; Odeta Qafoku; Satish Karra; John Bargar; Emily Graham
Vegetation restoration shapes soil organic matter chemistry and microbial processes,"Shuzhen Wang, Wenxin Chen, Kate V. Heal, ... , Chuifan Zhou (n=7)",Soil Biology and Biochemistry,https://doi.org/10.1016/j.soilbio.2025.109970,Shuzhen Wang; Wenxin Chen; Kate V. Heal; Jingjing Liang; Weijuan Qiu; Yuanchun Yu; Chuifan Zhou
Organic matter accelerated microbial iron reduction and available phosphorus release in reflooded paddy soils,"Xipeng Liu, Yuchen Shu, Kejie Li, ... , Xianyong Lin (n=8)",Soil Ecology Letters,https://doi.org/10.1007/s42832-025-0316-0,Xipeng Liu; Yuchen Shu; Kejie Li; Haotian Wang; Qing-Fang Bi; Haibo Wang; Chengliang Sun; Xianyong Lin
Strong reprocessing of dissolved organic matter along South-to-North water diversion,"Xiaofeng Cao, Jie Wang, Zitong Sun, ... , Jiuhui Qu (n=10)",The Innovation Geoscience,https://doi.org/10.59717/j.xinn-geo.2025.100170,Xiaofeng Cao; Jie Wang; Zitong Sun; Jianghao Ji; Jiangyong Chu; Yuewei Wang; Weixiao Qi; Jianfeng Peng; Huijuan Liu; Jiuhui Qu
Decreased stability of soil dissolved organic matter under disturbance of periodic flooding and drying in reservoir drawdown area,"Shengman Zhang, Yuchun Wang, Ming Sheng, ... , Fushun Wang (n=9)",The Science of The Total Environment,https://doi.org/10.1016/j.scitotenv.2025.178973,Shengman Zhang; Yuchun Wang; Ming Sheng; Xueping Chen; Zi-Yuan Zhang; Shanze Li; Yong Qin; Pingqing Fu; Fushun Wang
Imprint of incomplete combustion processes on the water column of the anthropogenic-pressured Baltic Sea,"Tassiana Soares Gonçalves Serafim, Detlef E. Schulz‐Bull, Christopher P. Rüger, ... , Helena Osterholz (n=8)",The Science of The Total Environment,https://doi.org/10.1016/j.scitotenv.2025.178537,Tassiana Soares Gonçalves Serafim; Detlef E. Schulz‐Bull; Christopher P. Rüger; Thorsten Dittmar; Jutta Niggemann; Ralf Zimmermann; Joanna J Waniek; Helena Osterholz
"sea4soCiety-DOM - AP2 - Kohlenstoff Qualität und Quellen: Rekalzitranz und Sequestrierung von organischem Material; Projekt: ""Rekalzitranz von gelöstem organischem Material aus Küstenökosystemen""","Michael Seidel, Dariya Baiko, Thorsten Dittmar",TIB Repositorium,https://doi.org/10.34657/29593,Michael Seidel; Dariya Baiko; Thorsten Dittmar
Formation of regulated and novel disinfection by-products during chlorine and chlorine dioxide disinfection of surface water and groundwater,"Nihemaiti, Maolida, Wullenweber, Jon, Stefanoni, Mattia, ... , Reemtsma, Thorsten (n=9)",TUHH Open Research,https://doi.org/10.15480/882.16297,"Nihemaiti, Maolida; Wullenweber, Jon; Stefanoni, Mattia; Kahle, Laura; Lechtenfeld, Oliver J.; Cantoni, Beatrice; Antonelli, Manuela; Ernst, Mathias; Reemtsma, Thorsten"
Liquid chromatography Fourier transform ion cyclotron resonance mass spectrometry (LC-FT-ICR MS) and 1H NMR data from peat pore water and north sea water and LC-MS data for labeled model compounds,"Rodrigues Matos, Rebecca, Craig, Alexander, Tebben, Jan, ... , Lechtenfeld, Oliver (n=8)",UFZ Datenrechercheportal,https://doi.org/10.48758/ufz.16221,"Rodrigues Matos, Rebecca; Craig, Alexander; Tebben, Jan; Kaesler, Jan Michael; Koch, Boris P.; Hawkes, Jeffrey; Zherebker, Alexander; Lechtenfeld, Oliver"
The Utilization of Dissolved Organic Matter Spectral and Molecular Properties in Freshwater Eutrophication Studies: A Mini Review,"Wengang Yan, Jun Xing, Chunzhao Chen, Yihua Xiao, Changqing Liu",Water,https://doi.org/10.3390/w17020151,Wengang Yan; Jun Xing; Chunzhao Chen; Yihua Xiao; Changqing Liu
Microscopic mechanism of organic carbon sequestration and redox properties influenced by iron (Oxyhydr)oxides,"Chuanjin Lin, Bin Dong, Zuxin Xu",Water Research,https://doi.org/10.1016/j.watres.2025.123220,Chuanjin Lin; Bin Dong; Zuxin Xu
Spatiotemporal changes in dissolved organic matter chemodiversity and its interaction with microbial composition in heavy-metal polluted river,"Chun Liu, Rujie Li, Yuheng Zhang, ... , Xiufeng Zhang (n=12)",Water Research,https://doi.org/10.1016/j.watres.2025.124738,Chun Liu; Rujie Li; Yuheng Zhang; Lijie Zhang; Zhaoling Liu; Ping Li; Guanghui Fan; Yingjie Zhu; Yue Zuo; Xule Liu; Zhiyong Fu; Xiufeng Zhang
The impact of water-sediment regulation scheme (WSRS) on the chemistry of dissolved organic matter in the Yellow River estuary and adjacent waters,"Donglei Niu, Yanfang Li, Yang Tan, ... , Jianhui Tang (n=7)",Water Research,https://doi.org/10.1016/j.watres.2025.123669,Donglei Niu; Yanfang Li; Yang Tan; Chao Ma; Yulin Qi; Yanan Li; Jianhui Tang
Impact of organic carbon concentration on the molecular properties and assembly of riverine dissolved organic matter,"Feijian Mao, Changbing Liu, Guoliang Li, ... , Wenxuan Li (n=9)",Water Research,https://doi.org/10.1016/j.watres.2025.124261,Feijian Mao; Changbing Liu; Guoliang Li; Yuli Wang; Qiyi Yuan; Karina Yew‐Hoong Gin; Huifang Zhang; Xu Chen; Wenxuan Li
Unraveling the links between molecular weight and multidimensional dynamics of dissolved organic matter in the runoff from gentle sloping land under rainfall,"Guo Chen, Hao Wang, Qiang Zhang, ... , Ding He (n=11)",Water Research,https://doi.org/10.1016/j.watres.2025.124061,Guo Chen; Hao Wang; Qiang Zhang; Chao Chang; Fei Wang; Qingwei Zhang; Jian Wang; Yu Pang; Ming Li; Biao Zhu; Ding He
Molecular-level insights into dissolved organic matter during Ulva prolifera degradation and its regulation on the environmental behaviour of the organic pollutant tributyl phosphate,"Hanwen Hu, Chengmin Wang, Xuexi Tang, ... , Xinxin Zhang (n=7)",Water Research,https://doi.org/10.1016/j.watres.2025.123436,Hanwen Hu; Chengmin Wang; Xuexi Tang; Ying Wang; Xiaoyang Jian; Suyang Liu; Xinxin Zhang
Exploring the chemical behaviors of dissolved organic matter to thermal hydrolysis temperature at the molecular level and its fate in anaerobic membrane bioreactor,"Jian Yin, Teng Cai, Yizhi Zhang, ... , Guangyin Zhen (n=8)",Water Research,https://doi.org/10.1016/j.watres.2025.123650,Jian Yin; Teng Cai; Yizhi Zhang; Qicai Dai; Yijing Gao; Siqin Li; Xueqin Lü; Guangyin Zhen
Reforming solid-liquid interfacial chemical compositions of anaerobic digestate liquor through rapid subcritical hydrothermal treatment with implications on enhanced colloidal solid removal,"Jieling Feng, Xiaoli Chai, Xiaohu Dai, Boran Wu",Water Research,https://doi.org/10.1016/j.watres.2025.125076,Jieling Feng; Xiaoli Chai; Xiaohu Dai; Boran Wu
Rainfall shapes CO₂ emission and dissolved organic matter dynamics in a karst catchment: Controlling factors revealed by isotopic and molecular signatures,"Jinfeng Ge, Yulin Qi, Yuanbi Yi, ... , Si‐Liang Li (n=11)",Water Research,https://doi.org/10.1016/j.watres.2025.124875,Jinfeng Ge; Yulin Qi; Yuanbi Yi; Chao Ma; Wenrui Yao; Xin Liu; Haoyang Wang; Keyan Li; Fu‐Jun Yue; Tao Peng; Si‐Liang Li
Ecological regime shifts weaken sedimentary carbon sequestration in shallow Lake liangzi,"Jinglin Hou, Qi Lin, Jiasheng Zhang, ... , Michael E. Meadows (n=11)",Water Research,https://doi.org/10.1016/j.watres.2025.125173,Jinglin Hou; Qi Lin; Jiasheng Zhang; Shixin Huang; Yuan Jin; Yanhua Wang; Haibo He; Pierre Taillardat; David Taylor; Ke Zhang; Michael E. Meadows
Sediment amplifies organic matter cycling and nutrients feedback in eutrophic lake zones,"Jun Xing, Yuping Zhou, Ding He, ... , Yihua Xiao (n=10)",Water Research,https://doi.org/10.1016/j.watres.2025.124164,Jun Xing; Yuping Zhou; Ding He; Fen Guo; Penghui Li; Yuan Zhang; Rui Lv; Runze Xue; Changqing Liu; Yihua Xiao
Integrating dual-stage gas permeable membranes and humic acid recovery to optimize fenton oxidation of landfill leachate: Insights into full-process performance and DOM molecular-level transformation,"Linjun Wu, Huan Li, Yanyue Gu, ... , Jiane Zuo (n=6)",Water Research,https://doi.org/10.1016/j.watres.2025.123525,Linjun Wu; Huan Li; Yanyue Gu; Zhiqiang Shen; Yuexi Zhou; Jiane Zuo
Seasonal and longitudinal dynamics of DOM within headwater streams of a tropical evergreen forest,"Samantha N. Sullivan, Jennifer C. Bowen, Louis A. Kaplan, Rose M. Cory, Patrick G. Hatcher",Water Research,https://doi.org/10.1016/j.watres.2025.123668,Samantha N. Sullivan; Jennifer C. Bowen; Louis A. Kaplan; Rose M. Cory; Patrick G. Hatcher
Chemically recalcitrant molecules are the primary components regulating the electron-donating capacity (EDC) of dissolved organic matter,"Sihua Zhu, Peijie Yang, Peili Tian, ... , Tao Jiang (n=12)",Water Research,https://doi.org/10.1016/j.watres.2025.124316,Sihua Zhu; Peijie Yang; Peili Tian; Siqi Zhang; Shanyi Tian; Yongguang Yin; Jitao Lv; Caiyun Yang; Zhongbo Zhou; Zhenwu Tang; Dingyong Wang; Tao Jiang
The role of dissolved organic matter in fuelling coastal hypoxia: Identifying key molecules and drivers,"Wenzhao Liang, Penghui Li, Yifei Pan, ... , Ding He (n=12)",Water Research,https://doi.org/10.1016/j.watres.2025.124210,Wenzhao Liang; Penghui Li; Yifei Pan; Zhe‐Xuan Zhang; Yuanbi Yi; Zhao Liang Chen; Chen Zhao; Ruanhong Cai; Zekun Zhang; Christian Lønborg; Jianping Gan; Ding He
Methane biogeochemical turnover constrains arsenic transformation in groundwater systems: Organic molecular signatures and microbial functional networks,"Xianjun Xie, E. Anu Li, Honglin Jiang, ... , Shuai Shen (n=6)",Water Research,https://doi.org/10.1016/j.watres.2025.125083,Xianjun Xie; E. Anu Li; Honglin Jiang; Kunfu Pi; Yanhui Lu; Shuai Shen
Coupling electrooxidation-coagulation with membrane distillation using recycled Al can cathodes for sustainable landfill leachate treatment: Fouling control and mechanism insights,"Xin Zhang, Jiayu Luo, Tianwei Hao, ... , Yang Lei (n=6)",Water Research,https://doi.org/10.1016/j.watres.2025.124415,Xin Zhang; Jiayu Luo; Tianwei Hao; Xin Liu; Chongxuan Liu; Yang Lei
Organic molecular network analysis reveals transformation signatures of dissolved organic matter during anaerobic digestion process,"Xingsheng Yang, Xi Peng, Kai Feng, ... , Ye Deng (n=6)",Water Research,https://doi.org/10.1016/j.watres.2025.123777,Xingsheng Yang; Xi Peng; Kai Feng; Shang Wang; Zou Xiao; Ye Deng
Iron and sulfate reduction vs. methanogenesis: Contrasting terminal anaerobic organic matter degradation pathways regulate groundwater iodine enrichment,"Yamin Deng, Yuxiao Xu, Jiangkai Xue, Yao Du, Yanxin Wang",Water Research,https://doi.org/10.1016/j.watres.2025.124788,Yamin Deng; Yuxiao Xu; Jiangkai Xue; Yao Du; Yanxin Wang
Plastispheres as unique niches for promoting turnover of dissolved organic matter in aquatic environments,"Yanjun Liu, Zhenghao Li, Yan‐Yun Hu, ... , Guo‐Ping Sheng (n=6)",Water Research,https://doi.org/10.1016/j.watres.2025.124191,Yanjun Liu; Zhenghao Li; Yan‐Yun Hu; Jia-Heng Zhao; Yuan Li; Guo‐Ping Sheng
Dissolved organic matter in surface sediments along a river-to-ocean continuum: Molecular characteristics and sediment–water exchange dynamics,"Zekun Zhang, Peng Yao, Bin Zhao, ... , Ding He (n=10)",Water Research,https://doi.org/10.1016/j.watres.2025.125238,Zekun Zhang; Peng Yao; Bin Zhao; Yuanbi Yi; Zhao Liang Chen; Chen Zhao; Ruanhong Cai; Wenzhao Liang; Chenglong Wang; Ding He
Iron (oxyhydr)oxide-driven chemodiversity in algal-derived dissolved organic matter: Mechanistic coupling of electron transfer and radical-induced bond cleavage under light and dark conditions,"Zelong Yan, Minhan Pi, Tingting You, ... , Xiangfeng Zeng (n=6)",Water Research X,https://doi.org/10.1016/j.wroa.2025.100364,Zelong Yan; Minhan Pi; Tingting You; Li Wang; Shaofeng Wang; Xiangfeng Zeng
Lake dissolved organic matters seasonal variations is a main driver of N2O emission: In molecular insights by using FT-ICR MS,"Zezheng Wang, Lu Li, Chengchao Liao, ... , Kang Song (n=7)",Water Research X,https://doi.org/10.1016/j.wroa.2025.100321,Zezheng Wang; Lu Li; Chengchao Liao; Min Deng; Senbati Yeerken; Yongxia Huang; Kang Song
Properties of iron-bound organic carbon and its implications for the conservation of coastal wetland vegetation,"Zihan Zheng, Yanting Zhang, Qing‐Ying Yu, ... , Yulin Qi (n=7)",Water Research X,https://doi.org/10.1016/j.wroa.2025.100368,Zihan Zheng; Yanting Zhang; Qing‐Ying Yu; Tingcang Hu; Chao Ma; Chunmei Chen; Yulin Qi
Exploring the Complex Dynamics of Dissolved Organic Matter Across Diverse Ecosystems in Padilla Bay,"Karp, Lauren",Western CEDAR (Western Washington University),,"Karp, Lauren"
