year,title,authors_short,all_authors,journal,doi,openalex_id
2021,P014 Untargeted serum metabolome in longitudinal Crohn’s Disease (CD) cohort enrolled during remission shows strong individualized signature and CD-associated signals that are maintained also in patients who normalized their fecal calprotectin,"Nina Levhar, Rotem Hadar, T Braun et al. (n=21)",Nina Levhar; Rotem Hadar; T Braun; G Efroni; Ifat Abramovich; Eyal Gottlieb; Katya E. Sosnovski; Heba Abd Elkader Abass; Tal David Berger; Maya Granot; S Neuman; L Selinger; Orit Picard; M Yavzuri; Adi Lahat; Rami Eliakim; B Weiß; Uri Kopylov; Shomron Ben‐Horin; Amnon Amir; Yael Haberman,Journal of Crohn s and Colitis,https://doi.org/10.1093/ecco-jcc/jjab076.143,https://openalex.org/W3167924723
2021,A merged method for targeted analysis of amino acids and derivatives using parallel reaction monitoring combined with untargeted profiling by HILIC-Q-Orbitrap HRMS,"Lu Zhang, Wen Zheng, Xin Li et al. (n=12)",Lu Zhang; Wen Zheng; Xin Li; Shisheng Wang; Ming Xiao; Rui Xiao; Dingkun Zhang; Nengwen Ke; Huawei Cai; Jingqiu Cheng; Xiaolei Chen; Meng Gong,Journal of Pharmaceutical and Biomedical Analysis,https://doi.org/10.1016/j.jpba.2021.114208,https://openalex.org/W3170942721
2021,Metabolic Evaluation of Urine from Patients Diagnosed with High Grade (HG) Bladder Cancer by SPME-LC-MS Method,"Kamil Łuczykowski, Natalia Warmuzińska, Sylwia Operacz et al. (n=10)",Kamil Łuczykowski; Natalia Warmuzińska; Sylwia Operacz; Iga Stryjak; Joanna Bogusiewicz; Julia Jacyna; Renata Wawrzyniak; Wiktoria Struck‐Lewicka; Michał J. Markuszewski; Barbara Bojko,Molecules,https://doi.org/10.3390/molecules26082194,https://openalex.org/W3154322278
2022,High‐resolution mass spectrometry exhalome profiling with a modified direct analysis in real time ion source,"Liping Xu, Kai Zhang, Xin Geng et al. (n=5)",Liping Xu; Kai Zhang; Xin Geng; Hongli Li; David D. Y. Chen,Rapid Communications in Mass Spectrometry,https://doi.org/10.1002/rcm.9406,https://openalex.org/W4297461057
2023,Deep Characterization of Serum Metabolome Based on the Segment-Optimized Spectral-Stitching Direct-Infusion Fourier Transform Ion Cyclotron Resonance Mass Spectrometry Approach,"Xiaoshan Sun, Yueyi Xia, Xinjie Zhao et al. (n=12)",Xiaoshan Sun; Yueyi Xia; Xinjie Zhao; Xinxin Wang; Yuqing Zhang; Zhen Jia; Fujian Zheng; Zaifang Li; Xiuqiong Zhang; Chunxia Zhao; Xin Lu; Guowang Xu,Analytical Chemistry,https://doi.org/10.1021/acs.analchem.2c04995,https://openalex.org/W4383197474
2023,Discovery of Unexpected Phospholipid-Binding Proteins in Antiphospholipid Syndrome Patients,"Jacob H. Rand, Xiaoxuan Wu, Lucia R. Wolgast et al. (n=5)",Jacob H. Rand; Xiaoxuan Wu; Lucia R. Wolgast; Douglas M Taatjes; Stephen R Master,Blood,https://doi.org/10.1182/blood-2023-182506,https://openalex.org/W4389234008
2023,Abstract P5-02-47: Quantitative proteomic analysis of plasma exosomes from patients with advanced hormone receptor-positive/HER2-negative breast cancer receiving palbociclib and tamoxifen,"Ziwei Zhang, Xiuyuan Ma, Julia Ekiert et al. (n=17)",Ziwei Zhang; Xiuyuan Ma; Julia Ekiert; Gayatry Mohapatra; Louis Coleman; Cristina I. Truica; Anne Blaes; Jatin Rana; Tandra Pavankumar; Lauren Green; Menggang Yu; Deborah Toppmeyer; Ruth O’Regan; Kari B. Wisinski; Oana C. Danciu; Kent Hoskins; Yu Gao,Cancer Research,https://doi.org/10.1158/1538-7445.sabcs22-p5-02-47,https://openalex.org/W4322770260
2023,PERIPHERAL BLOOD EXTRACELLULAR VESICLE LIPIDS AS BIOMARKERS FOR HUMAN INFLAMMATORY BOWEL DISEASE,"Syed Adeel Hassan, Courtney Perry, Justin Thomas et al. (n=23)",Syed Adeel Hassan; Courtney Perry; Justin Thomas; Mohamed Eltaher; Mahmoud Elkammar; Nabila Dawoud; Lesley Wempe; Mohamed ElSaadani; Mohamed A. El-Sayed; Thuraya Elzayat; Vihang Patel; Mohamed Hussein; Ahmed Abomhya; Deborah Flomenhoft; Paul D. Brown; Karen Ingram; Casie Mayne; Melissa R. Alcorn; Teresa W.‐M. Fan; Richard M. Higashi; Andrew N. Lane; Chi Wang; Terrence A. Barrett,Inflammatory Bowel Diseases,https://doi.org/10.1093/ibd/izac247.027,https://openalex.org/W4318184891
2023,Untargeted urinary metabolomics for bladder cancer biomarker screening with ultrahigh-resolution mass spectrometry,"Joanna Nizioł, Krzysztof Ossoliński, Aneta Płaza‐Altamer et al. (n=8)",Joanna Nizioł; Krzysztof Ossoliński; Aneta Płaza‐Altamer; Artur Kołodziej; Anna Ossolińska; Tadeusz Ossoliński; Anna Nieczaj; Tomasz Ruman,Research Square,https://doi.org/10.21203/rs.3.rs-2732770/v1,https://openalex.org/W4362552598
2023,Untargeted urinary metabolomics for bladder cancer biomarker screening with ultrahigh-resolution mass spectrometry,"Joanna Nizioł, Krzysztof Ossoliński, Aneta Płaza‐Altamer et al. (n=8)",Joanna Nizioł; Krzysztof Ossoliński; Aneta Płaza‐Altamer; Artur Kołodziej; Anna Ossolińska; Tadeusz Ossoliński; Anna Nieczaj; Tomasz Ruman,Scientific Reports,https://doi.org/10.1038/s41598-023-36874-y,https://openalex.org/W4380992181
2024,Studying drug excretion into exhaled breath aerosol – A workflow based on an impaction sampling device and LC-HRMS/MS analysis,"Juel Maalouli Schaar, Michael Kunz, Lea Wagmann et al. (n=6)",Juel Maalouli Schaar; Michael Kunz; Lea Wagmann; Olof Beck; Felix Mahfoud; Markus R. Meyer,Analytica Chimica Acta,https://doi.org/10.1016/j.aca.2024.342991,https://openalex.org/W4401425495
2024,Capillary zone electrophoresis-tandem mass spectrometry for in-depth proteomics analysis via data-independent acquisition,"Rong Liu, Gang Lü, Xiaozhong Hu et al. (n=6)",Rong Liu; Gang Lü; Xiaozhong Hu; Junhui Li; Zhenbin Zhang; Keqi Tang,Analytical and Bioanalytical Chemistry,https://doi.org/10.1007/s00216-024-05502-7,https://openalex.org/W4401966749
2024,"POS0377 ASSOCIATION OF COMORBIDITIES, MICROBIOTA AND METABOLOMICS WITH ESTABLISHED AND DEVELOPING RHEUMATOID ARTHRITIS","Jan Henrik Schirmer, Kristina Schlicht, Tobias Demetrowitsch et al. (n=13)",Jan Henrik Schirmer; Kristina Schlicht; Tobias Demetrowitsch; N. Rohmann; K Türk; Dominik M. Schulte; Katharina Hartmann; Ute Settgast; Andreas G. Franke; Kristin Schwarz; Stefanie Schreiber; B. F. Hoyer; Matthias Laudes,Annals of the Rheumatic Diseases,https://doi.org/10.1136/annrheumdis-2024-eular.2719,https://openalex.org/W4399482394
2024,Abstract 4428: Integrated multi-omics analysis reveals systemic and localized metabolic disruptions in colorectal cancer,"Gary J. Patti, Ethan Stancliffe, Adam Richardson et al. (n=6)",Gary J. Patti; Ethan Stancliffe; Adam Richardson; A Mehta; Monil Gandhi; Kevin Cho,Cancer Research,https://doi.org/10.1158/1538-7445.am2024-4428,https://openalex.org/W4393090504
2024,New perspectives on ‘Breathomics’: metabolomic profiling of non-volatile organic compounds in exhaled breath using DI-FT-ICR-MS,"Madiha Malik, Tobias Demetrowitsch, Karin Schwarz et al. (n=4)",Madiha Malik; Tobias Demetrowitsch; Karin Schwarz; Thomas Kunze,Communications Biology,https://doi.org/10.1038/s42003-024-05943-x,https://openalex.org/W4392348123
2025,Establishing Plasma Concentration Methodology for Trimethoprim/Sulfamethoxazole: Application in Therapeutic Drug Monitoring of Critically Ill Patients,"Xiangxiang Fu, Jiao Fu, Haibiao Gong et al. (n=12)",Xiangxiang Fu; Jiao Fu; Haibiao Gong; Lili Zhong; F. Wang; Mengyu Mei; Bingli Zhang; Wenya Xu; Xian Zhang; Wan‐Yang Sun; Lei Yang; Min Wang,Biomedical Chromatography,https://doi.org/10.1002/bmc.70235,https://openalex.org/W4415374000
2025,Metabolic conditioning for enhanced CAR T cell function,"Yufan Zhou, Andre Kelly, Tyler Quarton et al. (n=27)",Yufan Zhou; Andre Kelly; Tyler Quarton; Bakir Valentić; Andrew Frisch; Zhiyang Gan; Alexander A. Shestov; Noah Ford; Jai Patel; Shimin Liu; Khatuna Gabunia; Joseph S. Durgin; Xiangyi Fang; Max Wadley; Sophie Trefely; Lindsay K. Pino; Francisca N. de Luna Vitorino; Dawei Liu; Eliana Von Krusenstiem; Natália Romero; John Lawson; Benjamin Garcia; Nathaniel W. Snyder; Saba Ghassemi; John Scholler; Carl H. June; Roddy S. O’Connor,Blood,https://doi.org/10.1182/blood-2025-4127,https://openalex.org/W4417022186
2025,Analysis of volatile organic compounds in exhaled breath of blood cancer patients identifies products of lipid peroxidation as biomarkers for lymphoma detection,"Lotte C.A. Stiekema, Hsuan Chou, Amy Craster et al. (n=9)",Lotte C.A. Stiekema; Hsuan Chou; Amy Craster; Bela Wrench; Katiuscia Bianchi; Paolo Gallipoli; J. M. Davies; John G. Gribben; John C. Riches,HemaSphere,https://doi.org/10.1002/hem3.70168,https://openalex.org/W4412556195
2025,Metabolomic breath landscape analysis unravels lipid biomarker candidates in patients with monogenic and idiopathic Parkinson’s disease,"Madiha Malik, Norbert Brüggemann, Tatiana Usnich et al. (n=10)",Madiha Malik; Norbert Brüggemann; Tatiana Usnich; Max Borsche; Tobias Demetrowitsch; Karin Schwarz; Peter Bauer; Katja Lohmann; Christine Klein; Thomas Kunze,medRxiv,https://doi.org/10.1101/2025.04.17.25326025,https://openalex.org/W4409603056
